region,organisation,id_text,unique_resource_id,title,language,abstract,topic_category,keywords,temporal_extent_start,temporal_extent_end,dataset_reference_date,lineage,w_long,s_lat,e_long,n_lat,spatial_reference_system,responsible_organisation_name,contact_mail_address,responsible_party_role,frequency_update,limitations_access,use_constraints,data_format,accuracy,metadata_date,metadata_point_contact,resource_type,original_title,id,status
FK,UKHO,413,FK-UKHO-413,Falkland Islands marine baseline,eng,Falkland Islands Territorial Sea (polyline and polygon layers). The official layer was originated from 'The Falkland Islands (Territorial Sea) Order 1989.,boundaries,"Falkland Islands, 12 mile territorial sea, maritime boundary, boundary, territorial sea, territorial water",2017-01-01,2017-12-31,2017,"The official layer (polyline only) was downloaded from the UK Government website: https://www.gov.uk/guidance/uk-maritime-limits-and-law-of-the-sea
The file was reprojected in WGS84 UTM Zone 21S and converted into polygon feature. Government Licence https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/",165264.57,4112272.01,474678.46,4363689.58,UTM 21S WGS84,"1) UK Hydrographic Office
Admiralty Way 
Taunton
Somerset
TA1 2DN

2) SAERI
PO609
Stanley Cottage 
 Ross Road  
Stanley - Falkland Islands","1) https://www.gov.uk/guidance/uk-maritime-limits-and-law-of-the-sea
2) datamanager@saeri.org","1) owner, distributor, custodian, resource provider
2) processor, custodian",one off,Open Access,If data are used please cite the owner followed by the Crown Copyright (2017).  Open Government Licence https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,shape,1 metre,2017-09-04,Neil.Golding@jncc.gov.uk,Dataset,ukho_territorial_sea_12nm.shp,413,1
FK,UKHO,414,FK-UKHO-414,Falkland Islands marine baseline,eng,"The dataset comprises of the so called baseline from which the breadth of the territorial sea is measured between Cape Carysfort (East Falkland), Cape Percival (West Falkland) and MacBride Head (East Falkland). The dataset is a polygon derived by connecting the points provided in The Falkland Islands (Territorial Sea) Order 1989 - http://www.legislation.gov.uk/uksi/1989/1993/made",boundaries,"Falkland Islands, maritime boundary, boundary",2017-01-01,2017-12-31,2017,"The dataset is a polygon derived by joining successively, in the order in which they are there set out, the points identified by the co-ordinates of latitude and longitude in the first column of the Schedule to The Falkland Islands (Territorial Sea) Order 1989 http://www.legislation.gov.uk/uksi/1989/1993/made   
The points are also available as csv and shape file on request. Government Licence https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/",200498.45,4186974.99,452462.86,4340670.29,UTM 21S WGS84,"1) UK Hydrographic Office
Admiralty Way 
Taunton
Somerset
TA1 2DN

2) SAERI
PO609
Stanley Cottage 
 Ross Road  
Stanley - Falkland Islands","1) https://www.gov.uk/guidance/uk-maritime-limits-and-law-of-the-sea
2) datamanager@saeri.org","1) owner, distributor, custodian, resource provider
2) processor, custodian",one off,Open Access,If data are used please cite the owner followed by the Crown Copyright (2017).  Open Government Licence https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,shape,1 metre,2017-09-04,Neil.Golding@jncc.gov.uk,Dataset,falklands_baseline_utm21s.shp,414,1
FK,SAERI,415,FK-SAERI-415,Beauchene island 3 nautical mile inshore fisheries exclusion zone,eng,The dataset illustrates the 3 nautical mile fisheries exclusion zone around Beauchene island,boundaries,"Falkland Islands, Beauchene Island, fisheries, exclusion zone, maritime boundary, three nautical miles",2017-01-01,2017-12-31,2017,The dataset was created by drawing a 3 nautical mile buffer around the coastline of Beauchene island in QGIS.,346083.2,4128693.38,358445.78,4142770.07,UTM 21S WGS84,"SAERI
PO609
Stanley Cottage 
 Ross Road  
Stanley - Falkland Islands

Neil Golding","1) datamanager@saeri.org
2) Neil.Golding@jncc.gov.uk","1) owner, custodian, resource provider, distributor
2) originator",not planned,Open Access,"If the dataset is reused, please acknowledge the South Atlantic Environmental Research Institute (SAERI) and the Falkland Islands Government",shape,1 metre,2017-09-04,Neil.Golding@jncc.gov.uk,Dataset,FalklandIsland_BeaucheneIsland_3mileFishingExclusionZone.shp,415,1
FK,SAERI,416,FK-SAERI-416,Falkland Islands 3 nautical mile inshore fisheries exclusion zone,eng,The dataset describes the 3 nautical mile fisheries exclusion zone around the Falkland Islands.,boundaries,"Falkland Islands, inshore fisheries, exclusion zone, maritime boundary, three nautical miles",2017-01-01,2017-12-31,2017,The polygon feature was obtained by joining a set of reference points located at 3 nautical miles from the coastline of the Falklands. The points were made available by the director of the Falkland Islands Government Department of Natural Resource. Original csv file and shape file are available on request along with the current layer as a polyline rather than polygon geometry.,195217.22,4181447.25,458208.12,4346247.7,UTM 21S WGS84,"1) Falkland Islands Government
Department of Natural Resources - Fisheries

2) SAERI
PO609
Stanley Cottage 
 Ross Road  
Stanley - Falkland Islands

3) Neil Golding","1) director@fisheries.gov.fk
2) datamanager@saeri.org
3) Neil.Golding@jncc.gov.uk","1) owner
2) custodian, resource provider
3) processor",one off,Open Access,"If the dataset is reused, please acknowledge the Falkland Islands Government: Department of Natural Resources - Fisheries",shape,1 metre,2017-09-04,Neil.Golding@jncc.gov.uk,Dataset,FalklandIsland_InshoreFishingExclusionZone_3nm.shp,416,1
FK,SAERI,417,FK-SAERI-417,Bird Island Proposed Marine Nature Reserve,eng,"The dataset (a polygon feature) describes the Bird Island proposed Marine Nature Reserve.  The boundary has been drawn in the context of the Assessment of Fishing Closure Areas as Sites for wider marine management in the Falkland Islands. A public counsultation took place in April/May 2017 and the boundaries are still at the ""proposal"" stage and are not considered final.",boundaries,"Falkland Islands, Proposed Marine Nature Reserve, Bird Island, AFCAS, boundary, marine management",2017-01-01,2017-12-31,2017,"The dataset was generated in QGIS initially from a 3nm buffer around the coastline of Bird Island. Then this buffer was used to derive a simplified boundary, as per the ""Guidance on defining boundaries for MMAs in the Falkland Islands"" , included as an Annex in Golding. N. & Aug?. A.A.,  2017.  The Assessment of Fishing Closure Areas as Sites for wider marine management in the Falkland Islands (known as the AFCAS report). Evidence supporting this boundary is from a variety of sources, and includes information on globally significant populations of seabirds.  Further data sources are listed in the AFCAS report.",223290.77,4205040.41,239306.66,4219735.82,UTM 21S WGS84,"1) SAERI
PO609
Stanley Cottage 
 Ross Road  
Stanley - Falkland Islands

2) Neil Golding","1) datamanager@saeri.org
2) Neil.Golding@jncc.gov.uk","1) owner, custodian, resource provider, distributor
2) originator",one off,Open Access,"If the dataset is reused, please acknowledge the South Atlantic Environmental Research Institute (SAERI) and the Falkland Islands Government",shape,1 metre,2017-09-04,Neil.Golding@jncc.gov.uk,Dataset,FalklandIslands_BirdIsland_NoCoast.shp,417,1
FK,SAERI,418,FK-SAERI-418,Jason Islands Proposed Marine Nature Reserve,eng,"The dataset (a polygon feature) shows the Jason Islands proposed Marine Nature Reserve.  The boundary has been drawn following the public consultation on the Assessment of Fishing Closure Areas as Sites for wider marine management in the Falkland Islands. The counsultation took place in April/May 2017. The boundaries are still at the ""proposal"" stage and are not considered final.",boundaries,"Falkland Islands, Proposed Marine Nature Reserve, Jason Islands, AFCAS, boundary, marine management",2017-01-01,2017-12-31,2017,"The dataset was generated in QGIS from a 3nm buffer around the coastline of the Jason Islands.  This buffer was then used to derive a simplified boundary, as per the ""Guidance on defining boundaries for MMAs in the Falkland Islands"" , included as an Annex in Golding. N. & Aug?. A.A.,  2017.  The Assessment of Fishing Closure Areas as Sites for wider marine management in the Falkland Islands (known as the AFCAS report).  Evidence supporting this boundary is from a variety of sources, and includes information on globally significant populations of seabirds.  Further data sources are listed in the AFCAS report. Notice that the surface coverage of the polygon refers only to the area of sea; the land is excluded.",181528.9,4303319.25,244475.41,4346918.35,UTM 21S WGS84,"1) SAERI
PO609
Stanley Cottage 
 Ross Road  
Stanley - Falkland Islands

2) Neil Golding","1) datamanager@saeri.org
2) Neil.Golding@jncc.gov.uk","1) owner, custodian, resource provider, distributor
2) originator",one off,Open Access,"If the dataset is reused, please acknowledge the South Atlantic Environmental Research Institute (SAERI) and the Falkland Islands Government",shape,1 metre,2017-09-04,Neil.Golding@jncc.gov.uk,Dataset,FalklandIslands_JasonIslandsMNR_NoCoast_RevisedPostConsultation.shp,418,1
FK,SAERI,419,FK-SAERI-419,Falkland Islands Proposed Port Zones,eng,"The dataset (a polygon feature) shows the proposed Port Zones as part of the AFCAS (Assessment of Fishing Closure Areas as Sites for wider marine management in the Falkland Islands) case study. The boundaries are still at the ""proposal"" stage and are not considered final.",boundaries,"Falkland Islands, Proposed Port Zones, AFCAS, boundary, marine management",2017-01-01,2017-12-31,2017,"The dataset was created in QGIS. The Stanley Harbour and Berkeley Sound Port Zone boundaries were created by drawing a line from (Eagle point (north of Berkeley Sound) to Seal rocks (east of Cape Pembroke). The East Cover port zone boundary was realigned to the approximate limits of the port area, as discussed with Bill Dawson (Queens Harbour Master at East Cove/Mare Harbour). Note that, to provide a more accurate extent calculation, the surface coverage of the polygon refers only to the area of sea; the land is excluded.",395633.74,4246679.86,452667.59,4293625.8,UTM 21S WGS84,"1) SAERI
PO609
Stanley Cottage 
 Ross Road  
Stanley - Falkland Islands

2) Neil Golding","1) datamanager@saeri.org
2) Neil.Golding@jncc.gov.uk","1) owner, custodian, resource provider, distributor
2) originator",one off,Open Access,"If the dataset is reused, please acknowledge the South Atlantic Environmental Research Institute (SAERI) and the Falkland Islands Government",shape,1 metre,2017-09-04,Neil.Golding@jncc.gov.uk,Dataset,FalklandIslands_PortZones_NoCoast_RevisedPostConsultation.shp,419,1
FK,SAERI,420,FK-SAERI-420,Falkland Islands Potential Southern Falklands MMA: Option 1 of 3,eng,"The dataset (a polygon feature) shows the Option 1 (out of 3) for a potential Southern Falklands Marine Management Area.  The area has been proposed as part of the AFCAS (Assessment of Fishing Closure Areas as Sites for wider marine management in the Falkland Islands) case study. The area is still classified as ""proposed"" as there is need of further discussion with the local stakeholders, including Falkland Islands Petroleum Licencee's Association (FIPLA) and the Falkland Islands Department of Mineral Resources (DMR).",boundaries,"Falkland Islands, Southern Falklands, AFCAS, boundary, marine management",2017-01-01,2017-12-31,2017,"The dataset, created in QGIS, was based on the 200m Gebco (2014) isobath, the Falkland Islands Outer Conservation Zone limit (FOCZ) and the location, in Falklands' waters, of the Burdwood bank (FK-SAERI-287 metadata record ID). Overlapping with the northern part of the Burdwood Bank are a number of hydrocarbon exploration licences.  A buffer of 10km was drawn around these licence blocks, and any overlap with this 10km buffer and the proposed Option 1 was excluded.",421565.61,3919629.91,551831.89,4005912.96,UTM 21S WGS84,"1) SAERI
PO609
Stanley Cottage 
 Ross Road  
Stanley - Falkland Islands

2) Neil Golding","1) datamanager@saeri.org
2) Neil.Golding@jncc.gov.uk","1) owner, custodian, resource provider, distributor
2) originator",one off,Open Access,"If the dataset is reused, please acknowledge the South Atlantic Environmental Research Institute (SAERI) and the Falkland Islands Government",shape,1 metre,2017-09-04,Neil.Golding@jncc.gov.uk,Dataset,FalklandIsland_SouthernFalklands_MMA_Option1.shp,420,1
FK,SAERI,421,FK-SAERI-421,Falkland Islands Potential Southern Falklands MMA: Option 2 of 3,eng,"The dataset (a polygon feature) shows the Option 2 (out of 3) for a potential Southern Falklands Marine Management Area.  The area has been proposed as part of the AFCAS (Assessment of Fishing Closure Areas as Sites for wider marine management in the Falkland Islands) case study. The area is still classified as ""proposed"" as there is need of further discussion with the local stakeholders, including Falkland Islands Petroleum Licencee's Association (FIPLA) and the Falkland Islands Department of Mineral Resources (DMR).",boundaries,"Falkland Islands, Southern Falklands, AFCAS, boundary, marine management",2017-01-01,2017-12-31,2017,"The dataset was created in QGIS using the Burdwood Bank seasonal toothfish closure boundary.  Overlapping with the northern part of the Burdwood Bank are a number of hydrocarbon exploration licences.  A buffer of 10km was drawn around these licence blocks, and any overlap with this 10km buffer and the proposed Option 2 was excluded.",421565.61,3919629.91,551831.89,4005912.96,UTM 21S WGS84,"1) SAERI
PO609
Stanley Cottage 
 Ross Road  
Stanley - Falkland Islands

2) Neil Golding","1) datamanager@saeri.org
2) Neil.Golding@jncc.gov.uk","1) owner, custodian, resource provider, distributor
2) originator",one off,Open Access,"If the dataset is reused, please acknowledge the South Atlantic Environmental Research Institute (SAERI) and the Falkland Islands Government",shape,1 metre,2017-09-04,Neil.Golding@jncc.gov.uk,Dataset,FalklandIsland_SouthernFalklands_MMA_Option2.shp,421,1
FK,SAERI,422,FK-SAERI-422,Falkland Islands Potential Southern Falklands MMA: Option 3 of 3,eng,"The dataset (a polygon feature) shows the Option 3 (out of 3) for a potential Southern Falklands Marine Management Area.  The area has been proposed as part of the AFCAS (Assessment of Fishing Closure Areas as Sites for wider marine management in the Falkland Islands) case study. The area is still classified as ""proposed"" as there is need of further discussion with the local stakeholders, including Falkland Islands Petroleum Licencee's Association (FIPLA) and the Falkland Islands Department of Mineral Resources (DMR).",boundaries,"Falkland Islands, Southern Falklands, AFCAS, boundary, marine management",2017-01-01,2017-12-31,2017,"The dataset was created in QGIS using Option 2 (FK-SAERI-XXX) as a starting point. It was then decided to extend the boundaries of the management area to the south and the east until touching  the limit of the Falkland Islands Outer Conservation Zones (FOCZ).   Overlapping with the northern part of the Burdwood Bank are a number of hydrocarbon exploration licences.  A buffer of 10km was drawn around these licence blocks, and any overlap with this 10km buffer and the proposed Option 3 was excluded.",406388.56,3768086.62,724814.17,4025067.85,UTM 21S WGS84,"1) SAERI
PO609
Stanley Cottage 
 Ross Road  
Stanley - Falkland Islands

2) Neil Golding","1) datamanager@saeri.org
2) Neil.Golding@jncc.gov.uk","1) owner, custodian, resource provider, distributor
2) originator",one off,Open Access,"If the dataset is reused, please acknowledge the South Atlantic Environmental Research Institute (SAERI) and the Falkland Islands Government",shape,1 metre,2017-09-04,Neil.Golding@jncc.gov.uk,Dataset,FalklandIsland_SouthernFalklands_MMA_Option3.shp,422,1
FK,SAERI,423,FK-SAERI-423,Falkland Islands Proposed Inshore MMA,eng,"The dataset (a polygon feature) describes the proposed Falklands Inshore Marine Management Area.  The boundary has been drawn in the context of the Assessment of Fishing Closure Areas as Sites for wider marine management in the Falkland Islands. A public counsultation took place in April/May 2017 and the boundaries are still at the ""proposal"" stage and are not considered final.",boundaries,"Falkland Islands, Proposed Marine Management Area, Inshore, AFCAS, boundary, MMA",2017-01-01,2017-12-31,2017,"The dataset was created in QGIS, and is based primarily on the Falkland Islands 3nm Fisheries exclusion zone (FK-SAERI-416) but with extensions to the west around the Jason Islands chain, to the north of Cape Dolphin and to the SW of Bird Island.  Evidence supporting this boundary is from a variety of sources, and includes information on globally significant populations of seabirds.  Further data sources are listed in the AFCAS report. Notice that the surface coverage of the polygon refers only to the area of sea; the land is excluded.",181528.9,4181447.25,458208.12,4346918.35,UTM 21S WGS84,"1) SAERI
PO609
Stanley Cottage 
 Ross Road  
Stanley - Falkland Islands

2) Neil Golding","1) datamanager@saeri.org
2) Neil.Golding@jncc.gov.uk","1) owner, custodian, resource provider, distributor
2) originator",one off,Open Access,"If the dataset is reused, please acknowledge the South Atlantic Environmental Research Institute (SAERI) and the Falkland Islands Government",shape,1 metre,2017-09-04,Neil.Golding@jncc.gov.uk,Dataset,FalklandIslands_InshoreMMA_NoCoast_RevisedPostConsultation.shp,423,1
FK,SAERI,425,FK-SAERI-425,Pictures of otoliths used in an age validation study for Micromesistius australis (southern blue whiting) caught in the Falkland Islands from 1988 to 2017,eng,More than a hundred pictures of Micromesistius australis (southern blue whiting) otolith sections that were used in an age validation study. The fish were caught by fishing vessels (Falkland flag) from 1988 to 2017.,biota," Falkland Islands, otolith, age, southern blue whiting, Micromesistius australis",1988-01-01,2017-12-31,2017,"Otoliths were taken from the large database at the Fisheries Department of the Falkland Islands Government. In order to prepare the slides and analyse the otoliths on the microscope, the otoliths were firstly blocked in resin. Subsequently, the blocks were sectioned. Finally, pictures were taken of the sections using an Olympus DP70 camera on an Olympus BX51 microscope.",193477.39,3768086.62,822853.65,4710899.63,UTM 21S WGS84,"1) SAERI
PO609
Stanley Cottage
Stanley
Falkland Islands

2) Thomas Busbridge","1) datamanager@saeri.org
2) PhDStudentSBW@env.institute.co.fk","1) resource provider, custodian, owner 
2) originator, point of contact, user",one off,Restricted to the department,"Restricted, but open to research with prior agreement with data owner. If data are reuse please acknowledge the IMS-GIS data centre, FIG Fisheries Department and cite the publication (add publication when ready)",jpeg,high,2017-10-04,PhDStudentSBW@env.institute.co.fk,Dataset,Annual_Increment_Counts.csv,425,1
FK,FC,426,FK-FC-426,Digital Globe Satellite imagery of Sea Lion Island (Falkland Islands) at 0.5m resolution obtained on the 17/3/2015,eng,The dataset is a satellite imagery (only red/green/blue) of Sealion Island by Digital Globe at a 0.5m resolution. The imagery was taken in March 2015.,imagery base maps earth cover,"Falkland Islands, Sea Lion Island, remote sensing, satellite imagery, satellite, imagery",2015-01-01,2015-12-31,2015,"The satellite imagery for Sea Lion Island was purchased from Digital Globe via Mapmart. The imagery has three available bands: red/green/blue. After the purchase, no further processing has been made. The imagery is under single use licence.",352365.69,4185086.2,363326.76,4191871.62,UTM 21S WGS84,"1) DigitalGlobe Inc

2)Falklands Conservation
Jubilee Villa
Ross Road 41
Stanley
Falkland Islands","1) https://www.digitalglobe.com/
2) habitatsrestore@conservation.org.fk","1) owner, resource provider (raw data), processor, originator
2) owner (Single User licence), point of contact, resource provider (processed data)",not planned,"Restricted, licence apply",Restricted and regulated by a licence with the data provider. Contact licence owner (FC) for further details.,geotiff,The resolution of the satellite imagery is 0.5 metres and accuracy of the satellite is high,2017-09-20,habitatsrestore@conservation.org.fk,Dataset,DG_Satellite_1,426,1
FK,BAS,428,FK-BAS-428,Boundaries of the Southern Ocean fronts,eng,The dataset is a line shape file which describes the Southern Ocean fronts whose position come from different sources: Subantarctic Front - Orsi et al (1995).  Polar Front - Moore et al (1999).  Southern Antarctic Circumpolar Current Front - an updated version of Orsi et al (1995) and Southern Boundary of the ACC - Orsi et al (1995). The extent of the file covers the entire southern ocean (hence it is not limited to the South Atlantic).,oceans,"Falkland Islands, South Georgia, front, southern ocean front, polar front, antarctic circumpolar current front, subantarctic front, ocean, oceanography, subtropical front",1995-01-01,2002-12-31,2002,"The dataset is a compilation of data from various sources. Original data for the Polar and the Southern Antarctic Circumpolar Current Front come from the British Antarctic Survey data portal (ftp://ftp.nerc-bas.ac.uk/seth/moore99pf_pc.txt and  ftp://ftp.nerc-bas.ac.uk/seth/saccf_orsiandthorpe_pc.txt). The original text files were saved as csv and then imported in QGIS and saved as shape files. In order to create a line from the point, we used the point 2 one plugin and it was necessary to add two fields to the attribute table. The line obtained from the polar front points needed a further smoothing and the v.generalised tool of GRASS was applied. Snake was the method that performed best (2 was the parameter used for the snake). The other two fronts were obtained from Orsi et al (1995) https://gcmd.nasa.gov/records/AADC_southern_ocean_fronts.html",-179.999,-70.459,179.999,-30.4,WGS84,"1) British Antarctic Survey (BAS)
High Cross
Madingley Road
CAMBRIDGE
CB3 0ET

2) SAERI
PO 609
Stanley
Falkland Islands","1) seth@bas.ac.uk
2) datamanager@saeri.org","1) resource provider, processor, originator, point of contact, custodian of raw data
2) processor, custodian of processed data",unknown,Open Access,"If data are reused please cite the following publications: Orsi, A. H., T. Whitworth III and W. D. Nowlin, Jr. (1995). On the meridional extent and fronts of the Antarctic Circumpolar Current, Deep-Sea Research I, 42, 641-673.; Thorpe, S.E., Heywood, K.J., Brandon, M.A. & Stevens, D.P. (2002) Variability of the southern Antarctic Circumpolar Current front north of South Georgia. Journal of Marine Systems, 37: 87--105.; Moore, J.K., Abbott, M.R., Richman, J.G (1999) Location and dynamics of the Antarctic Polar Front from satellite sea surface temperature data. J. Geophys. Res., 104(C2), 3059--3073","csv, shape",unknown,2017-10-18,seth@bas.ac.uk,Dataset,southern_ocean_fronts_2017,428,1
FK,FMEBD,429,FK-FMEBD-429,Body measures and physiological parameters of Black-browed Albatross from 2015 to 2016 in Saunder Island,eng,The dataset is an excel file with data body measures of Black-browed Albatrosses (Thalassarche melanophris) taken at Saunders Island (Falkland Islands) in February 2015 and January/February 2016. Sex and various physiological parameters were retrieved in the lab from samples of blood and feathers.,biota,"Falkland Islands, Saunder Island, black-browed albatross, Thalassarche melanophris, nutritional conditions, body measures, sex, physiological parameters",2015-01-01,2016-12-31,2016,"The excell file in its raw version of 132 birds  associated with the following data: date, name of the colony, number of nest in the colony, location in UTM coordinates, nest location in the colony, age of the birds (pull = young, and adult), number of coloured ring pun in the leg of birds, weigth in grammes, length of forearm in millimetres,  length of tarsus in millimetres, length of upper bill in millimetres, sex (F= female, M=male), levels of alkaline phosphasase (ALP) in international units per litre (U/L), levels of calcium in milligrammes per decilitre (mg/dl), levels of ?-hydroxybutyrate in mol units per litre (umol/L), levels of trolox equivalent antioxidant capacity (TEAC) in micromole per litre (?mol/L), levels of cholesterol in milligrammes per decilitre (mg/dl), levels of creatine kinase in international units per litre (U/L), levels of glucose in milligrammes per decilitre (mg/dl), levels of lactate dehydrogenase (LDH) in international units per litre (U/L), levels of  total protein in milligrammes per decilitre (mg/dl), levels of triglycerides in milligrammes per decilitre (mg/dl), levels of uric acid in milligrammes per decilitre (mg/dl) and levels of urea in milligrammes per decilitre (mg/dl).  Permits to work in the study area and on albatrosses were granted by the Falkland Government (R12/2014) as well as by the owners of Saunders Island.",-60.352,-51.4517,-60.0249,-51.2124,WGS84,"1) Migres Foundation (Spain) 

2) Applied Ecology Group,  Do?ana Biological Station (Spain) http://www.ebd.csic.es/en/inicio                
                                        
3) SAERI
PO 609
Stanley
Falkland Islands","1) info@fundacionmigres.org                           
2) Miguel Ferrer (mferrer@ebd.csic.es), Virginia Morandini (morandini@ebd.csic.es) 

3) datamanager@saeri.org","1) owner, user                                                      
2) author, owner, user                                                      
3) custodian",not planned,"Restricted, send data request to data owner","If data are reused please cite the following papers: 
M. Ferrer et al, 2017, Physiological conditions of parent and offspring Black-browed Albatrosses Thalassarche melanophris, BIRD STUDY, http://dx.doi.org/10.1080/00063657.2017.1314447)  
M. Ferrer et al, 2016, Sex Determination by Morphological Measurements of Black-browed Albatrosses (Thalassarche melanophrys) Using Discriminant Analysis, Waterbirds, 39(3):295-299, http://www.bioone.org/doi/full/10.1675/063.039.0309",excel,high,2017-09-28,manuela@ebd.csic.es,Dataseries,albatrosses_Saunder_Island_2015_2016_Mferrer,429,1
FK,UCHILE,430,FH-UCHILE-430,"Collection of freshwater invertebrates from ponds in East Falkland, 2017",eng,The dataset is an excel file and comprises data that were collected in East Falklands Island during spring 2017. Ponds and lakes closed to the road were checked for sampling.  The fieldwork area went from North Arm to Port Louis. A water sample at each inland water bodies was collected in order to find Boeckella spp. for phylogenetics purposes. The dataset records GPS coordinates of the locations where invertebrates were present.,biota,"Falklands Islands, copepod, Boeckella spp, freshwater, pond, invertebrate, freshwater invertebrate",2017-01-01,2017-12-31,2017,"We took samples from ponds and lakes that we actually could see any invertebrate (e.g ostracods, copepods, chironomid larvae, etc). We used a zooplancton net to filter excess of water and plastic vials to transport the sample. We cleaned our net every time that we sampled. Since I used the samples for genetics I fixed them with ethanol at the laboratory.",-59.2901,-52.002,-57.7574,-51.4532,WGS84,"1) universidad de chile
2) Claudia Maturana",2) cmaturana.ciencias@gmail.com,"1) owner
2) originator, processor, point of contact",not planned,Restricted unitl publication,If data are reused plese cite (publication when ready),"excel, shape","gps accuracy is 5 to 8 metres, presence absence low",2017-10-27,cmaturana.ciencias@gmail.com,Dataset,apuntes_navigacion_2017,430,1
FK,BAS,431,FK-BAS-431,High resolution bathymetry data around the Falkland Islands,eng,The datasets are two ascii files which come from the compilation of high resolution bathymetry data collected by thirty surveys conducted around the Falkland Islands from 2002 to 2013 (the last year refer to the last survey with metadata. Three surveys are witouth metadata and the years in which they took place are therefore unknown). The datasets are identical with the exception of the resolution: 0.001 and 0.003 degrees respectively.,elevation,"Falkland Islands, bathymetry, high resolution bathymetry, multibeam",2002-01-01,2013-12-31,2013,"The datasets are provided in ascii format in WGS84 and gridded at 0.001 degree and 0.003 degree resolution respectively. _num and _sd ascii files indicate the number of data points and their standard deviation used to determine the depth of each gridded cell respectively. Please refer to individual survey reports (the list is provided with the datasets) for metadata regarding data acquisition by all the surveys which contributed to this data compilation. The cruise reports and metadata for JR185, JR233, JR312 are currently unknown.",-70,-44.3,-46,-44.5,WGS84,"1) British Antarctic Survey (BAS)
High Cross
Madingley Road
CAMBRIDGE
CB3 0ET
UK",1)flohow@bas.ac.uk,"1) originator, processor, resource provider, distributor, point of contact, custodian",as needed,Open Access,"The data in this package is covered by a UK Open Government License (http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/). Further by using this data the user acknowledges that he/she agrees with the NERC data policy (http://www.nerc.ac.uk/research/sites/data/policy.asp), and agrees to the following:

1. If the data is used in any publication the British Antarctic Survey and each individual science cruise must be cited as follows:
 [Insert Cruise Principal Investigator]. [Insert Cruise Year]. [Insert Cruise Report Title] - Multibeam Bathymetry Data . Edited by Polar Data Centre [Insert Date]

2. For information purposes, please provide to the Polar Data Centre (polardatacentre@bas.ac.uk) the full citation of any publication (printed or electronic) that cites the Geophysical Data Portal (GDP) or any constituent part.

3. The user recognizes the limitations of data provided by the Polar Data Centre. Your use of the data is at your own risk, and there is no warranty as to the quality or accuracy of any data, or the fitness of the data for your intended use. The data are not necessarily fully quality assured and cannot be expected to be free from measurement uncertainty, systematic biases, or errors of interpretation or analysis, and may include inaccuracies in error margins quoted with the data.",ascii,high,2017-10-16,flohow@bas.ac.uk,Dataset,processed_patagoniashelf_001d.asc.  processed_patagoniashelf_003d.asc,431,1
FK,OXNAV,432,FK-OXNAV-432,Black-browed albatrosses navigation data 2017,eng,The dataset comprises records of GPS tracks deployed on XX Black-browed albatrosses (adults) in the Falkland Islands (New Island) during the austral summer 2017,biota,"Falkland Islands, New Island, black-browed albatross, Thalassarche melanophris, ethology, GPS, tracking data, navigation",2017-01-01,2017-12-31,2017,"One GPS, carrying miniature on-board logger, were deployed on an adult black-browed albatross from the settlement colony in New Island. The deployment took place in December 2017.",-61.3572,-51.7784,-61.1921,-51.6387,WGS84,"University of Oxford
Department of Zoology
Oxford navigation Group 
https://oxnav.zoo.ox.ac.uk/home",tim.guilford@zoo.ox.ac.uk,"Owner, Originator, processor, custodian, resource provider",one off,"Restricted, send data request to data owner",Acknowledge the Oxford Navigation Group,csv,1 metre,2018-01-29,tim.guilford@zoo.ox.ac.uk,Dataset,FK_GPS_displacementtrial_201217.csv,432,1
FK,UOREGON,433,FK-UOREGON-433,FalklandS Fish Collection 2018,eng,"The dataset is an excel file that provides morphometric data  (Weight, Standard Length, Total Length, and Sex) on fish caught at Hooker Point and Moody Brook, in the surrounding of Stanley (Falkland Islands) in March 2018.",biota,"Falkland Islands, fish, Notothenioids, mullet, Eleginops maclovinus, rockcods, Patagonotothen sima, Patagonotothen cornucola, Eelpouts, Zoarcids, Austrolycus depressiceps, tidepools, seine net",2018-01-01,2018-12-31,2018,"Several fish specimens were colected from the surrounding of Stanley and basic morphometry information (Weight, Standard Length, Total Length, and Sex) were recorded before sampling tissue fragments for DNA, RNA and histology. Measurments were made at the nearest mm using a graduated ruler. Weights were measured at the nearest 0.1g.",-57.9427,-51.7117,-57.7259,-51.6739,WGS84,"University of Oregon
1585 E 13th Ave
Eugene
OR 97403
USA","1) jpostle@uoneuro.uoregon.edu
2) desvignes@uoneuro.uoregon.edu","1) owner
2) resource provider, custodian, user, distributor, orignator, point of contact",not planned,Open Access,"Acknowledge Dr Thomas Desvignes, University of Oregon, as data source",excel,Measurments were made at the nearest mm using a graduated ruler. Weights were measured at the nearest 0.1g.,2018-03-21,desvignes@uoneuro.uoregon.edu,Dataset,Falklands_IcemiRs_data_collection2018.xlsx,433,1
